contribution_id,user_id,type,category,description,location,status
1317,7,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1318,198,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,CLOSED
1319,23,SERVICE,Food,I want to offer support related to food for people in need,Trichy,CLOSED
1320,289,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,OPEN
1321,3,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,CLOSED
1322,71,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1323,276,DONATION,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
1324,217,DONATION,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
1325,86,DONATION,Food,I want to offer support related to food for people in need,Coimbatore,CLOSED
1326,299,DONATION,Education,I want to offer support related to education for people in need,Madurai,CLOSED
1327,271,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
1328,212,DONATION,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1329,75,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
1330,234,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
1331,220,SERVICE,Education,I want to offer support related to education for people in need,Madurai,OPEN
1332,227,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
1333,224,SERVICE,Education,I want to offer support related to education for people in need,Trichy,OPEN
1334,63,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,CLOSED
1335,119,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
1336,262,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Trichy,OPEN
1337,258,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,CLOSED
1338,250,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
1339,70,SERVICE,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
1340,12,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
1341,114,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
1342,26,DONATION,Clothing,I want to offer support related to clothing for people in need,Trichy,CLOSED
1343,210,DONATION,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
1344,39,SERVICE,Education,I want to offer support related to education for people in need,Madurai,CLOSED
1345,110,SERVICE,Education,I want to offer support related to education for people in need,Bangalore,OPEN
1346,48,DONATION,Food,I want to offer support related to food for people in need,Madurai,CLOSED
1347,7,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1348,261,DONATION,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
1349,128,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1350,88,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
1351,297,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1352,229,DONATION,Clothing,I want to offer support related to clothing for people in need,Trichy,CLOSED
1353,199,DONATION,Community Development,I want to offer support related to community development for people in need,Trichy,OPEN
1354,209,DONATION,Food,I want to offer support related to food for people in need,Trichy,CLOSED
1355,218,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
1356,263,SERVICE,Food,I want to offer support related to food for people in need,Chennai,OPEN
1357,61,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1358,26,DONATION,Education,I want to offer support related to education for people in need,Chennai,CLOSED
1359,220,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Chennai,OPEN
1360,258,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1361,290,SERVICE,Education,I want to offer support related to education for people in need,Madurai,OPEN
1362,109,DONATION,Clothing,I want to offer support related to clothing for people in need,Coimbatore,CLOSED
1363,216,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
1364,88,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
1365,147,SERVICE,Education,I want to offer support related to education for people in need,Coimbatore,OPEN
1366,79,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
1367,181,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1368,246,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,CLOSED
1369,58,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
1370,128,SERVICE,Food,I want to offer support related to food for people in need,Coimbatore,CLOSED
1371,62,SERVICE,Food,I want to offer support related to food for people in need,Bangalore,OPEN
1372,31,SERVICE,Clothing,I want to offer support related to clothing for people in need,Trichy,OPEN
1373,107,SERVICE,Education,I want to offer support related to education for people in need,Trichy,CLOSED
1374,225,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
1375,100,DONATION,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1376,63,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1377,96,SERVICE,Food,I want to offer support related to food for people in need,Chennai,OPEN
1378,292,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,CLOSED
1379,59,DONATION,Food,I want to offer support related to food for people in need,Madurai,OPEN
1380,143,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,CLOSED
1381,194,DONATION,Clothing,I want to offer support related to clothing for people in need,Trichy,OPEN
1382,29,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,OPEN
1383,258,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,CLOSED
1384,171,DONATION,Food,I want to offer support related to food for people in need,Coimbatore,OPEN
1385,295,SERVICE,Food,I want to offer support related to food for people in need,Bangalore,OPEN
1386,291,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
1387,75,SERVICE,Food,I want to offer support related to food for people in need,Bangalore,CLOSED
